project,url,stars,whatchers,contributors,forks,size,releases,NOF,branches,duration,avgTime,commits,files_contributor,APIs_contributor ,quantFields_last,quantElements_last,quantFieldsDeprecated_last,quantFieldsDeprecatedWithRelMessage_last,quantTypes_last,quantTypesDeprecated_last,quantTypesDeprecatedWithRelMessage_last,quantMethods_last,quantMethodsDeprecated_last,quantMethodsDeprecatedWithRelMessage_last,quantElements_last,quantElementsDeprecated_last,quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecated_last,avgPopularity,avgSize,avgCommunity,avgActivity,avgMaturity,avgAll,category,category2
incubator-groovy,git://github.com/apache/incubator-groovy.git,534,38,200,132,154552,150,3669,37,4376,29.1733333333,12687,18345,111.96,1871,22392,1,1,1851,4,3,18670,602,144,22392,607,148,24.3822075783,2.7107895677,226,28970.6666666667,110.1016666667,65.1525,4376,6749.5841666667,Non-web libraries and frameworks,Library
maven,git://github.com/apache/maven.git,344,61,45,212,62586,44,1934,25,4371,99.3409090909,10070,42.9777777778,191.1333333333,441,8601,9,2,1036,71,14,7124,119,32,8601,199,48,24.1206030151,2.3136844553,165.5,3981.3333333333,93.037037037,117.0555555556,4371,1745.5851851852,Software tools,Non-library
jeromq,git://github.com/zeromq/jeromq.git,862,114,33,183,3119,8,224,2,1094,136.75,455,6.7878787879,74.8484848485,295,2470,8,2,372,0,0,1803,13,3,2470,21,5,23.8095238095,0.8502024291,298,16291,38.2121212121,40.8181818182,1094,3552.4060606061,Non-web libraries and frameworks,Library
onos,git://github.com/opennetworkinglab/onos.git,107,62,51,94,42874,9,3529,6,371,41.2222222222,4384,69.1960784314,474.9607843137,2904,24223,7,0,3120,11,1,18199,20,8,24223,38,9,23.6842105263,0.1568756967,78.5,40917.3333333333,198.385620915,272.0784313725,371,8367.4594771242,System Software,Non-library
jackrabbit-oak,git://github.com/apache/jackrabbit-oak.git,117,40,14,118,95885,61,2644,8,1263,20.7049180328,9171,188.8571428571,2042,2206,28588,1,0,2820,1,0,23562,15,4,28588,17,4,23.5294117647,0.05946551,72.25,50480.6666666667,748.2857142857,1115.4285714286,1263,10735.9261904762,System Software,Non-library
UltimateAndroid,git://github.com/cymcsg/UltimateAndroid.git,1262,169,3,521,117352,3,5502,4,407,135.6666666667,826,1834,11385,3795,34155,0,0,3898,5,0,26462,81,20,34155,86,20,23.2558139535,0.2517932953,488.75,12038.6666666667,4407.3333333333,6609.5,407,4790.25,Non-web libraries and frameworks,Library
ReactFX,git://github.com/TomasMikula/ReactFX.git,124,17,3,15,1718,19,243,2,613,32.2631578947,354,81,830.6666666667,78,2492,0,0,352,47,5,2062,9,8,2492,56,13,23.2142857143,2.2471910112,39.75,7432.6666666667,304.8888888889,455.8333333333,613,1769.2277777778,Non-web libraries and frameworks,Library
caelum-stella,git://github.com/caelum/caelum-stella.git,256,71,35,173,18720,10,1086,4,2678,267.8,1361,31.0285714286,154.5428571429,766,5409,0,0,557,9,1,4086,13,4,5409,22,5,22.7272727273,0.4067295249,133.75,8669,73.5238095238,92.7857142857,2678,2329.4119047619,Web libraries and frameworks,Library
Bukkit,git://github.com/Bukkit/Bukkit.git,1603,196,200,1119,19858,67,740,2,1335,19.9253731343,1509,3.7,29.67,253,5934,18,0,665,15,15,5016,421,86,5934,454,101,22.2466960352,7.6508257499,779.5,57702.6666666667,77.79,16685,1335,11982.3283333333,Non-web libraries and frameworks,Library
h-store,git://github.com/apavlo/h-store.git,184,52,17,88,157963,11,9211,34,1738,158,4809,541.8235294118,2395,10445,40715,10,0,2752,6,0,27518,38,12,40715,54,12,22.2222222222,0.1326292521,85.25,63627,984.6078431373,1468.4117647059,1738,13580.6539215686,System Software,Non-library
MinecraftForge,git://github.com/MinecraftForge/MinecraftForge.git,1034,313,200,621,149252,43,914,14,1501,34.9069767442,4478,4.57,31075,1031,6215,8,1,799,12,3,4385,53,12,6215,73,16,21.9178082192,1.1745776348,542,3417,78.5483333333,17.8225,1501,1111.2741666667,Software tools,Non-library
RustDT,git://github.com/RustDT/RustDT.git,175,26,3,14,3187,5,849,3,413,82.6,867,283,2351,1245,7053,0,0,837,4,2,4971,10,1,7053,14,3,21.4285714286,0.1984970934,54.5,4711,879,1317,413,1474.9,Software tools,Non-library
immutables,git://github.com/immutables/immutables.git,455,25,9,20,6728,39,352,11,773,19.8205128205,687,39.1111111111,397.8888888889,305,3581,0,0,633,0,0,2643,14,3,3581,14,3,21.4285714286,0.390952248,127.25,84821.3333333333,148.6666666667,218.5,773,17217.75,Non-web libraries and frameworks,Library
gatk,git://github.com/broadgsa/gatk.git,165,56,50,144,249683,21,1200,2,2324,110.6666666667,13961,24,334.62,5921,16731,1,1,1861,0,0,8949,23,4,16731,24,5,20.8333333333,0.1434462973,103.75,9120.3333333333,136.2066666667,179.31,2324,2372.72,Non-web libraries and frameworks,Library
BungeeCord,git://github.com/SpigotMC/BungeeCord.git,318,86,58,480,10352,5,278,15,1043,208.6,1284,4.7931034483,23.6379310345,71,1371,0,0,237,3,1,1063,22,4,1371,25,5,20,1.8234865062,235.5,893559.333333333,28.8103448276,14.2155172414,1043,178976.17183908,System Software,Non-library
core,git://github.com/dotCMS/core.git,222,74,30,223,2674468,9,4839,13,2663,295.8888888889,6890,161.3,672.9,1306,20187,0,0,4332,5,2,14549,15,2,20187,20,4,20,0.0990736613,137.25,55402.3333333333,288.0666666667,417.1,2663,11781.55,Web libraries and frameworks,Library
goclipse,git://github.com/GoClipse/goclipse.git,379,75,5,98,145078,11,942,4,2105,191.3636363636,1764,188.4,1520,1365,7600,0,0,893,4,2,5342,11,1,7600,15,3,20,0.1973684211,139.25,9766.3333333333,571.1333333333,854.2,2105,2687.1833333333,Application,Non-library
hibernate-ogm,git://github.com/hibernate/hibernate-ogm.git,161,26,22,109,20358,22,1341,2,1628,74,2342,60.9545454545,437.7272727273,379,9630,1,1,1319,0,0,7932,9,1,9630,10,2,20,0.1038421599,79.5,4436.6666666667,173.5606060606,249.3409090909,1628,1313.4136363636,Non-web libraries and frameworks,Library
java-cas-client,git://github.com/Jasig/java-cas-client.git,100,24,15,140,3479,31,201,5,3299,106.4193548387,548,13.4,81.5333333333,92,1223,1,1,174,0,0,957,4,0,1223,5,1,20,0.4088307441,69.75,3287.3333333333,36.6444444444,47.4666666667,3299,1348.0388888889,Web libraries and frameworks,Library
ExtrabiomesXL,git://github.com/ExtrabiomesXL/ExtrabiomesXL.git,148,48,35,64,8094,58,545,5,1146,19.7586206897,1276,15.5714285714,67.0285714286,328,2346,0,0,254,1,0,1764,4,1,2346,5,1,20,0.2131287298,73.75,12117.6666666667,39.2,41.3,1146,2683.5833333333,Software tools,Non-library
pi4j,git://github.com/Pi4J/pi4j.git,327,95,14,149,33435,6,572,8,1062,177,469,40.8571428571,288.9285714286,702,4045,0,0,407,0,0,2936,5,1,4045,5,1,20,0.1236093943,146.25,11742.3333333333,114.5952380952,164.8928571429,1062,2646.0142857143,Non-web libraries and frameworks,Library
httpclient,git://github.com/apache/httpclient.git,212,42,3,186,30571,87,611,14,3528,40.5517241379,2524,203.6666666667,1884.3333333333,331,5653,0,0,628,0,0,4694,5,1,5653,5,1,20,0.0884486114,110.75,30524,697,1044,3528,7180.75,Web libraries and frameworks,Library
querydsl,git://github.com/querydsl/querydsl.git,606,80,41,168,83674,230,2245,17,2740,11.9130434783,6486,54.756097561,436,2089,17876,3,0,2861,0,0,12926,2,1,17876,5,1,20,0.0279704632,223.75,165230,177.2520325203,245.3780487805,2740,33723.2760162602,Non-web libraries and frameworks,Library
mage,git://github.com/magefree/mage.git,186,60,64,138,450884,40,26930,5,1980,49.5,12360,420.78125,2152.546875,2198,137763,0,0,29896,0,0,105669,5,1,137763,5,1,20,0.0036294215,112,60665.3333333333,879.109375,1286.6640625,1980,12984.6213541667,Application,Non-library
ols,git://github.com/jawi/ols.git,183,46,8,41,43606,14,627,18,1739,124.2142857143,985,78375,622625,454,4981,0,0,531,4,0,3996,1,1,4981,5,1,20,0.1003814495,69.5,8709.6666666667,236.3333333333,350.5,1739,2221,Application,Non-library
antlr3,git://github.com/antlr/antlr3.git,161,29,15,103,18998,8,2150,2,1624,203,572,143.3333333333,392.6666666667,1412,5890,0,0,364,0,0,4114,5,1,5890,5,1,20,0.0848896435,77,22796,183.6666666667,268,1624,4989.7333333333,Software tools,Non-library
webprotege,git://github.com/protegeproject/webprotege.git,102,39,4,65,59988,3,2510,7,1142,380.6666666667,1317,627.5,3746,822,14984,0,0,2103,7,1,12059,4,1,14984,11,2,18.1818181818,0.0734116391,52.5,71840,1459.1666666667,2186.75,1142,15336.0833333333,Software tools,Non-library
eurekastreams,git://github.com/lmco/eurekastreams.git,169,22,14,45,196750,17,3786,18,1293,76.0588235294,2638,270.4285714286,1136.7142857143,714,15914,0,0,2786,7,2,12414,4,0,15914,11,2,18.1818181818,0.0691215282,62.5,118759,473.7142857143,703.5714285714,1293,24258.3571428571,Web libraries and frameworks,Library
wildfly,git://github.com/wildfly/wildfly.git,1422,166,300,1409,331210,64,9153,11,1912,29875,18356,30.51,174.6966666667,7490,52409,39,1,7675,21,9,37244,51,10,52409,111,20,18.018018018,0.2117956839,824.25,118556,168.4022222222,102.6033333333,1912,24312.6511111111,System Software,Non-library
drools,git://github.com/droolsjbpm/drools.git,445,136,83,675,297455,59,5804,17,3545,60.0847457627,9974,69.9277108434,707.7951807229,6748,58747,0,0,5229,12,3,46770,39,6,58747,51,9,17.6470588235,0.0868129436,334.75,24370,286.9076305221,388.8614457831,3545,5785.1038152611,Application,Non-library
xmemcached,git://github.com/killme2008/xmemcached.git,309,51,9,148,13976,13,387,2,2269,174.5384615385,709,43,501.5555555556,442,4514,0,0,358,6,1,3714,11,2,4514,17,3,17.6470588235,0.3766061143,129.25,2375.6666666667,184.5185185185,272.2777777778,2269,1046.1425925926,Non-web libraries and frameworks,Library
docker-plugin,git://github.com/jenkinsci/docker-plugin.git,170,42,29,115,2478,30,135,6,586,19.5333333333,413,4.6551724138,22.5862068966,164,655,30,3,81,0,0,410,5,3,655,35,6,17.1428571429,5.3435114504,89,51528.3333333333,18.7471264368,13.6206896552,586,10447.1402298851,Application,Non-library
hazelcast,git://github.com/hazelcast/hazelcast.git,1209,207,200,584,149229,83,4701,10,2440,29.3975903614,16548,23505,268.87,3994,53774,2,0,5423,8,2,44357,90,15,53774,100,17,17,0.1859634768,550,174471.333333333,164125,146.1875,2440,35554.3291666667,Non-web libraries and frameworks,Library
hive,git://github.com/apache/hive.git,660,161,39,832,456639,76,13001,38,2544,33.4736842105,6848,333.358974359,2129.358974359,6495,83045,28,1,8479,12,5,68071,96,17,83045,136,23,16.9117647059,0.1637666325,423,59592,833.905982906,1231.358974359,2544,12924.852991453,Software tools,Non-library
libjitsi,git://github.com/jitsi/libjitsi.git,114,47,18,80,94822,188,909,7,1164,6.1914893617,934,50.5,483.4444444444,1917,8702,0,0,821,0,0,5964,6,1,8702,6,1,16.6666666667,0.0689496667,64.75,7344.3333333333,183.9814814815,266.9722222222,1164,1804.8074074074,Non-web libraries and frameworks,Library
boon,git://github.com/boonproject/boon.git,338,55,22,83,12429,28,902,10,609,21.75,939,41,625.9545454545,1404,13771,0,0,972,0,0,11395,6,1,13771,6,1,16.6666666667,0.0435698206,124.5,9937,229.6515151515,333.4772727273,609,2246.7257575758,Software tools,Non-library
guacamole-client,git://github.com/glyptodon/guacamole-client.git,592,58,11,132,15195,11,845,5,1882,171.0909090909,2930,76.8181818182,164.6363636364,65,1811,2,0,299,4,1,1447,0,0,1811,6,1,16.6666666667,0.3313086692,198.25,2923.6666666667,84.1515151515,120.7272727273,1882,1041.7590909091,Web libraries and frameworks,Library
egit-github,git://github.com/eclipse/egit-github.git,370,63,19,247,6523,40,437,19,1561,39025,729,23,187.3684210526,458,3560,0,0,317,0,0,2785,6,1,3560,6,1,16.6666666667,0.1685393258,174.75,1556.6666666667,76.4561403509,105.1842105263,1561,694.8114035088,Non-web libraries and frameworks,Library
bson4jackson,git://github.com/michel-kraemer/bson4jackson.git,124,22,9,41,1056,16,54,2,1739,108.6875,197,6,59.6666666667,61,537,0,0,60,1,1,416,5,0,537,6,1,16.6666666667,1.1173184358,49,1059,24.8888888889,32.8333333333,1739,580.9444444444,Software tools,Non-library
Java-Chronicle,git://github.com/peter-lawrey/Java-Chronicle.git,983,167,12,151,2476,11,164,2,765,69.5454545455,305,13.6666666667,143.25,170,1719,0,0,172,0,0,1377,6,1,1719,6,1,16.6666666667,0.3490401396,328.25,5014.6666666667,56.3055555556,78.4583333333,765,1248.5361111111,Non-web libraries and frameworks,Library
jsprit,git://github.com/jsprit/jsprit.git,107,28,4,68,12517,17,808,11,797,46.8823529412,1455,202,1118.5,232,4474,2,0,532,5,2,3710,36,5,4474,43,7,16.2790697674,0.9611086276,51.75,13286,441.5,660.25,797,3047.3,Non-web libraries and frameworks,Library
undertow,git://github.com/undertow-io/undertow.git,765,95,74,269,34093,135,1291,5,1128,8.3555555556,3167,17.4459459459,199.3243243243,1522,14750,6,0,1713,4,1,11515,40,7,14750,50,8,16,0.3389830508,300.75,36547.3333333333,96.9234234234,108.3851351351,1128,7636.2783783784,System Software,Non-library
incubator-calcite,git://github.com/apache/incubator-calcite.git,107,20,50,90,93412,29,1480,9,1219,42.0344827586,1644,29.6,472.66,2464,23633,3,0,2243,2,1,18926,84,13,23633,89,14,15.7303370787,0.3765920535,66.75,39490.6666666667,184.0866666667,251.13,1219,8242.3266666667,Non-web libraries and frameworks,Library
docx4j,git://github.com/plutext/docx4j.git,369,62,17,551,91531,7,3308,17,2830,404.2857142857,2758,194.5882352941,2361.6470588235,9219,40148,8,6,2678,12,5,28251,76,4,40148,96,15,15625,0.2391152735,249.75,20627.6666666667,857.7450980392,1278.1176470588,2830,5168.6558823529,Non-web libraries and frameworks,Library
Twidere-Android,git://github.com/TwidereProject/Twidere-Android.git,480,49,10,128,19703,32,2032,2,413,12.90625,578,203.2,1175.6,2204,11756,0,0,1262,0,0,8290,13,2,11756,13,2,15.3846153846,0.1105818306,166.75,25313,462.9333333333,689.4,413,5409.0166666667,Application,Non-library
checkstyle,git://github.com/checkstyle/checkstyle.git,459,56,59,251,62688,46,1495,4,5173,112.4565217391,4551,25.3389830508,186.6440677966,1607,11012,5,0,1938,24,9,7467,107,11,11012,136,20,14.7058823529,1.2350163458,206.25,102307.666666667,90.3276836158,105.9915254237,5173,21576.6471751412,Software tools,Non-library
voldemort,git://github.com/voldemort/voldemort.git,1519,122,56,447,294495,56,1416,168,1580,28.2142857143,4042,25.2857142857,319.3928571429,1715,17886,0,0,1366,8,1,14805,26,4,17886,34,5,14.7058823529,0.19009281,536,11354,133.5595238095,172.3392857143,1580,2755.1797619048,Application,Non-library
Tweetin,git://github.com/mthli/Tweetin.git,170,6,1,25,15764,10,412,2,132,13.2,202,412,1159,113,1159,0,0,99,0,0,947,21,3,1159,21,3,14.2857142857,1.8119068162,50.5,4917.6666666667,524,785.5,132,1281.9333333333,Application,Non-library
jdbi,git://github.com/jdbi/jdbi.git,474,52,32,109,13205,130,389,37,3832,29.4769230769,983,12.15625,83625,39,2676,0,0,474,5,2,2163,16,1,2676,21,3,14.2857142857,0.7847533632,166.75,14468.3333333333,42.59375,47.890625,3832,3711.5135416667,Non-web libraries and frameworks,Library
tachyon,git://github.com/amplab/tachyon.git,1503,275,200,579,40061,16,668,16,973,60.8125,5838,3.34,52.18,666,10436,0,0,1088,0,0,8682,7,1,10436,7,1,14.2857142857,0.0670755079,639.25,16079,85.1733333333,27.76,973,3560.8366666667,Application,Non-library
KJFrameForAndroid,git://github.com/kymjs/KJFrameForAndroid.git,1074,212,3,587,37612,13,189,4,438,33.6923076923,432,63,439.6666666667,117,1319,1,0,121,0,0,1081,6,1,1319,7,1,14.2857142857,0.5307050796,469,10385.3333333333,168.5555555556,251.3333333333,438,2342.4444444445,Non-web libraries and frameworks,Library
eclipsefp,git://github.com/JPMoresmau/eclipsefp.git,151,18,18,23,28414,33,1423,5,3622,109.7575757576,2524,79.0555555556,533.2777777778,1948,9599,0,0,987,26,5,6664,10,0,9599,36,5,13.8888888889,0.3750390666,52.5,23851,210.1111111111,306.1666666667,3622,5608.3555555556,Application,Non-library
processing-android,git://github.com/processing/processing-android.git,141,48,17,62,61332,6,622,2,2090,348.3333333333,1348,36.5882352941,422.4705882353,2220,7182,3,2,161,0,0,4801,12,0,7182,15,2,13.3333333333,0.208855472,67,15490.3333333333,158.6862745098,229.5294117647,2090,3607.1098039216,Non-web libraries and frameworks,Library
spring-data-neo4j,git://github.com/spring-projects/spring-data-neo4j.git,368,131,31,476,37893,61,1396,10,1920,31.4754098361,1600,45.0322580645,258.935483871,794,8027,0,0,993,11,5,6240,27,0,8027,38,5,13.1578947368,0.4734022673,251.5,8036.3333333333,111.6559139785,151.9838709677,1920,2094.2946236559,Non-web libraries and frameworks,Library
airlift,git://github.com/airlift/airlift.git,108,22,19,47,15531,112,551,2,1834,16375,1753,29,262.6842105263,128,4991,0,0,688,3,2,4175,21,1,4991,24,3,12.5,0.480865558,49,219719.333333333,103.5614035088,145.8421052632,1834,44370.347368421,Non-web libraries and frameworks,Library
jitsi,git://github.com/jitsi/jitsi.git,706,131,32,255,650012,735,4155,11,3679,5.0054421769,12172,129.84375,952.59375,3207,30483,3,0,3064,0,0,24212,13,2,30483,16,2,12.5,0.0524882722,281,62775.6666666667,371.4791666667,541.21875,3679,13529.6729166667,Application,Non-library
appfuse,git://github.com/appfuse/appfuse.git,270,95,15,165,156834,35,1010,4,4140,118.2857142857,4146,67.3333333333,235.6666666667,321,3535,1,1,480,6,0,2734,1,0,3535,8,1,12.5,0.2263083451,136.25,4581.3333333333,106,151.5,4140,1823.0166666667,Web libraries and frameworks,Library
Rythm,git://github.com/greenlaw110/Rythm.git,141,7,10,39,9848,13,361,6,1297,99.7692307692,514,36.1,348.3,312,3483,0,0,341,1,0,2830,7,1,3483,8,1,12.5,0.2296870514,49.25,16356.3333333333,131.4666666667,192.2,1297,3605.25,Software tools,Non-library
drill,git://github.com/apache/drill.git,470,131,43,294,42838,7,2748,13,1082,154.5714285714,1904,63.9069767442,717.511627907,4283,30853,0,0,3079,2,0,23491,31,4,30853,33,4,12.1212121212,0.1069588047,234.5,50989.3333333333,274.8062015504,390.7093023256,1082,10594.2697674419,Software tools,Non-library
repose,git://github.com/rackerlabs/repose.git,200,182,33,58,119453,132,2662,156,1463,11.0833333333,10772,80.6666666667,203.0909090909,405,6702,0,0,1252,29,1,5045,6,3,6702,35,4,11.4285714286,0.5222321695,118.25,21548.3333333333,105.5858585859,141.8787878788,1463,4675.4095959596,Software tools,Non-library
mahout,git://github.com/apache/mahout.git,522,125,16,414,56367,17,1576,8,2762,162.4705882353,3348,98.5,725.6875,691,11611,0,0,1467,44,1,9453,9,5,11611,53,6,11.320754717,0.4564636982,269.25,19934.3333333333,280.0625,412.09375,2762,4731.5479166667,Software tools,Non-library
BuildCraft,git://github.com/BuildCraft/BuildCraft.git,814,221,200,441,46429,99,1763,16,1199,12.1111111111,4351,8815,48.79,1392,9758,0,0,1103,0,0,7263,18,2,9758,18,2,11.1111111111,0.1844640295,419,53186.6666666667,85.8683333333,28.8025,1199,10983.8675,Application,Non-library
multibit,git://github.com/bitcoin-solutions/multibit.git,328,65,8,265,148761,7,1041,73,1017,145.2857142857,1648,130125,360875,508,2887,1,0,302,0,0,2077,8,1,2887,9,1,11.1111111111,0.311742293,166.5,14269.6666666667,166.3333333333,245.5,1017,3173,Application,Non-library
uaa,git://github.com/cloudfoundry/uaa.git,238,136,56,219,38725,71,1197,58,1409,19.8450704225,2688,21375,127.9464285714,633,7165,0,0,820,1,0,5712,8,1,7165,9,1,11.1111111111,0.1256106071,162.25,94735.3333333333,68.4404761905,74.6607142857,1409,19289.9369047619,System Software,Non-library
Essentials,git://github.com/essentials/Essentials.git,428,72,71,707,276595,40,446,7,1549,38725,4328,6.2816901408,55.9577464789,118,3973,0,0,411,1,0,3444,18,2,3973,19,2,10.5263157895,0.4782280393,319.5,254974,44.4131455399,31.1197183099,1549,51383.60657277,System Software,Non-library
cloudstack,git://github.com/apache/cloudstack.git,273,72,200,354,753689,128,7260,229,1836,14.34375,28243,36.3,338485,12385,67697,0,0,5515,7,4,49797,42,1,67697,49,5,10.2040816327,0.0723813463,224.75,26179.6666666667,191595,187.3925,1836,5723.8808333333,Software tools,Non-library
idea-php-symfony2-plugin,git://github.com/Haehnchen/idea-php-symfony2-plugin.git,370,26,10,37,10230,117,612,10,866,7.4017094017,1199,61.2,382.7,197,3827,0,0,631,0,0,2999,10,1,3827,10,1,10,0.2613012804,110.75,38169.3333333333,151.3,221.95,866,7903.8666666667,Application,Non-library
phonegap-app-developer,git://github.com/phonegap/phonegap-app-developer.git,210,43,8,130,108214,54,2467,10,882,16.3333333333,385,308375,478.5,557,3828,3,0,293,6,1,2978,44,4,3828,53,5,9.4339622642,1.3845350052,97.75,11934,264.9583333333,393.4375,882,2714.4291666667,Web libraries and frameworks,Library
BiomesOPlenty,git://github.com/Glitchfiend/BiomesOPlenty.git,136,54,44,82,30736,17,1238,7,863,50.7647058824,2439,28.1363636364,96.1818181818,765,4232,11,0,618,1,1,2849,10,1,4232,22,2,9.0909090909,0.5198487713,79,1835,56.1060606061,62.1590909091,863,579.053030303,Application,Non-library
box2dlights,git://github.com/libgdx/box2dlights.git,111,29,8,41,1240,5,33,4,511,102.2,118,4125,57,202,456,0,0,21,0,0,233,11,1,456,11,1,9.0909090909,2.4122807018,47.25,10413.3333333333,23.0416666667,30.5625,511,2205.0375,Non-web libraries and frameworks,Library
giraph,git://github.com/apache/giraph.git,303,67,8,160,29365,10,1419,5,1454,145.4,929,177375,1395.75,811,11166,0,0,1538,3,0,8817,9,1,11166,12,1,8.3333333333,0.1074691026,134.5,22610.3333333333,527.0416666667,786.5625,1454,5102.4875,Software tools,Non-library
keycloak,git://github.com/keycloak/keycloak.git,227,55,63,205,52802,29,3863,4,780,26.8965517241,4346,61.3174603175,354.8253968254,3970,22354,13,0,1987,3,0,16397,21,3,22354,37,3,8.1081081081,0.1655184754,137.5,36099,159.7142857143,208.0714285714,780,7476.8571428572,Software tools,Non-library
jstorm,git://github.com/alibaba/jstorm.git,726,264,2,490,84848,18,1095,7,701,38.9444444444,91,547.5,8509.5,2340,17019,0,0,1835,8,0,12844,19,2,17019,27,2,7.4074074074,0.1586462189,370.5,8057,3019.6666666667,4528.5,701,3335.3333333333,Software tools,Non-library
Metamorphosis,git://github.com/killme2008/Metamorphosis.git,623,188,7,412,6415,16,737,4,1110,69375,375,105.2857142857,826.8571428571,602,5788,1,0,653,3,1,4533,10,0,5788,14,1,7.1428571429,0.2418797512,307.5,6164.3333333333,313.0476190476,466.0714285714,1110,1672.1904761905,Application,Non-library
bither-android,git://github.com/bither/bither-android.git,133,22,6,42,11662,22,1043,3,446,20.2727272727,1609,173.8333333333,1223,578,7338,5,0,601,2,1,6159,8,0,7338,15,1,6.6666666667,0.204415372,50.75,16905.3333333333,467.6111111111,698.4166666667,446,3713.6222222222,Application,Non-library
error-prone,git://github.com/google/error-prone.git,652,50,29,46,42709,5,669,6,1393,278.6,1390,23.0689655172,190.9655172414,252,5538,2,0,1150,5,0,4136,8,1,5538,15,1,6.6666666667,0.2708559047,194.25,10958.6666666667,81.0114942529,107.0172413793,1393,2546.7890804598,Software tools,Non-library
mcMMO,git://github.com/mcMMO-Dev/mcMMO.git,261,52,49,245,26902,42,436,29,1764,42,4573,8.8979591837,68.1428571429,283,3339,0,0,321,0,0,2735,50,3,3339,50,3,6,1.4974543276,151.75,33025.6666666667,42.0136054422,38.5204081633,1764,7004.3901360544,Application,Non-library
phonegap-facebook-plugin,git://github.com/Wizcorp/phonegap-facebook-plugin.git,1632,120,42,1235,94929,20,809,9,1354,67.7,529,19.2619047619,106.119047619,600,4457,13,0,368,9,2,3489,84,4,4457,106,6,5.6603773585,2.3782813552,757.25,6926.6666666667,55.7936507937,62.6904761905,1354,1831.2801587302,Application,Non-library
spatial4j,git://github.com/locationtech/spatial4j.git,214,42,2,57,16230,6,93,16,46,7.6666666667,25,46.5,499.5,112,999,4,0,86,4,1,801,10,0,999,18,1,5.5555555556,1.8018018018,78.75,4331.3333333333,182.6666666667,273,46,982.35,Non-web libraries and frameworks,Library
evernote-sdk-android,git://github.com/evernote/evernote-sdk-android.git,272,48,8,116,11840,8,155,4,1193,149125,187,19375,148,68,1184,2,1,101,8,6,1015,157,2,1184,167,9,5.3892215569,14.1047297297,111,49921,58.4583333333,83.6875,1193,10273.4291666667,System Software,Non-library
stratio-cassandra,git://github.com/Stratio/stratio-cassandra.git,130,88,89,24,146627,262,1952,35,2306,8.8015267176,14957,21.9325842697,334.0561797753,3284,29731,29,0,3095,8,2,23352,137,7,29731,174,9,5.1724137931,0.5852477212,82.75,40766,148.329588015,177.9943820225,2306,8696.2147940075,Software tools,Non-library
astrid,git://github.com/todoroo/astrid.git,969,90,18,871,88840,145,3727,22,1087,7.4965517241,5112,207.0555555556,1114.8888888889,3741,20068,26,0,1930,10,2,14397,62,3,20068,98,5,5.1020408163,0.4883396452,487,33027,446.6481481481,660.9722222222,1087,7141.7240740741,Application,Non-library
socialize-sdk-android,git://github.com/socialize/socialize-sdk-android.git,122,32,8,55,77578,102,1435,3,1547,15.1666666667,1367,179375,1268,642,10144,6,0,997,13,1,8505,72,3,10144,91,4,4.3956043956,0.8970820189,54.25,6533.6666666667,485125,723.6875,1547,1868.7458333333,System Software,Non-library
mopub-android-sdk,git://github.com/mopub/mopub-android-sdk.git,154,103,8,186,8956,39,501,2,870,22.3076923077,55,62625,775.25,432,6202,0,0,564,12,3,5206,173,3,6202,185,6,3.2432432432,2.9829087391,112.75,93567,281.9583333333,418.9375,870,19050.1291666667,System Software,Non-library
bnd,git://github.com/bndtools/bnd.git,200,32,32,103,272087,32,2412,3,2971,92.84375,4077,75375,442.0625,3070,14146,14,1,1416,2,0,9660,58,1,14146,74,2,2.7027027027,0.5231160752,91.75,12997,183.1458333333,258.71875,2971,3300.3229166667,Software tools,Non-library
oozie,git://github.com/yahoo/oozie.git,319,36,7,110,23375,13,1470,11,1460,112.3076923077,1564,210,1945.2857142857,1685,13617,7,0,1220,12,0,10712,18,1,13617,37,1,2.7027027027,0.2717191746,118,5709.3333333333,720.7619047619,1077.6428571429,1460,1817.1476190476,Software tools,Non-library
stripe-java,git://github.com/stripe/stripe-java.git,148,26,54,106,3381,96,130,31,1474,15.3541666667,505,2.4074074074,40.8888888889,508,2208,4,0,123,0,0,1577,111,3,2208,115,3,2.6086956522,5.2083333333,83.5,262357.333333333,32.4320987654,21.6481481481,1474,52793.7827160494,Non-web libraries and frameworks,Library
ANE-Facebook,git://github.com/freshplanet/ANE-Facebook.git,218,82,12,116,784298,6,566,8,1234,205.6666666667,204,47.1666666667,257.5,422,3090,13,0,288,4,1,2380,72,0,3090,89,1,1.1235955056,2.8802588997,107,60255.6666666667,105.5555555556,152.3333333333,1234,12370.9111111111,System Software,Non-library
pinpoint,git://github.com/naver/pinpoint.git,527,81,25,127,172919,3,4758,4,1158,386,6664,190.32,632.16,894,15804,4,0,2200,19,1,12710,68,0,15804,91,1,1.0989010989,0.575803594,190,13962,282.4933333333,411.24,1158,3200.7466666667,Software tools,Non-library
vraptor4,git://github.com/caelum/vraptor4.git,223,76,42,223,25349,23,733,7,840,36.5217391304,3577,17.4523809524,99.0714285714,171,4161,0,0,695,0,0,3295,96,1,4161,96,1,1.0416666667,2.3071377073,141,4161,52.8412698413,58.2619047619,840,1050.6206349206,Web libraries and frameworks,Library
